step,elapsed (s),Loss,BC,F,L_in,L_out,L_wall,L_per
10500,173.32,1.498e+00,1.498e+00,8.205e-05,4.992e-01,9.985e-01,1.363e-07,1.798e-06
11000,181.25,1.497e+00,1.497e+00,3.798e-05,4.990e-01,9.982e-01,1.151e-07,2.166e-06
11500,188.99,1.497e+00,1.496e+00,2.201e-04,4.987e-01,9.977e-01,8.330e-08,3.520e-06
12000,196.72,1.495e+00,1.495e+00,6.694e-05,4.982e-01,9.967e-01,1.067e-07,2.132e-06
12500,204.48,1.495e+00,1.493e+00,2.463e-03,4.977e-01,9.951e-01,2.803e-07,1.623e-06
13000,212.42,1.489e+00,1.488e+00,1.323e-04,4.967e-01,9.917e-01,4.272e-07,3.567e-07
13500,220.26,1.481e+00,1.481e+00,2.694e-05,4.953e-01,9.862e-01,9.153e-07,1.220e-08
14000,228.00,1.492e+00,1.491e+00,4.093e-04,5.028e-01,9.883e-01,1.450e-07,7.119e-09
14500,236.10,1.482e+00,1.482e+00,1.064e-04,4.969e-01,9.854e-01,2.572e-07,6.608e-09
15000,244.09,1.480e+00,1.480e+00,6.507e-05,4.966e-01,9.837e-01,1.940e-07,4.273e-09
15500,251.87,1.478e+00,1.477e+00,5.100e-05,4.961e-01,9.814e-01,9.173e-08,2.021e-09
16000,259.51,1.474e+00,1.474e+00,3.652e-05,4.954e-01,9.783e-01,3.139e-08,6.321e-10
16500,267.27,1.468e+00,1.468e+00,3.613e-05,4.944e-01,9.737e-01,1.220e-08,6.623e-10
17000,275.16,1.460e+00,1.460e+00,5.903e-05,4.932e-01,9.670e-01,1.641e-07,2.130e-09
17500,282.91,1.448e+00,1.448e+00,1.575e-04,4.913e-01,9.563e-01,7.365e-07,2.715e-09
18000,290.69,1.428e+00,1.427e+00,9.749e-04,4.886e-01,9.380e-01,2.256e-06,1.804e-09
18500,298.52,1.388e+00,1.388e+00,5.163e-04,4.850e-01,9.027e-01,4.970e-06,2.805e-10
19000,306.30,1.308e+00,1.305e+00,2.878e-03,4.812e-01,8.239e-01,9.463e-06,6.644e-11
19500,313.94,1.122e+00,1.122e+00,3.693e-05,4.824e-01,6.391e-01,1.417e-05,3.626e-11
20000,321.71,1.003e+00,1.000e+00,2.840e-03,4.738e-01,5.262e-01,2.062e-05,6.240e-11
20500,329.55,9.701e-01,9.687e-01,1.462e-03,4.869e-01,4.818e-01,2.390e-05,5.055e-11
21000,337.28,9.341e-01,9.289e-01,5.273e-03,4.871e-01,4.417e-01,2.643e-05,3.474e-11
21500,345.03,8.776e-01,8.774e-01,1.655e-04,4.842e-01,3.932e-01,3.013e-05,2.410e-11
22000,352.94,8.123e-01,8.122e-01,1.209e-04,4.802e-01,3.320e-01,3.532e-05,1.311e-11
22500,360.67,7.326e-01,7.325e-01,1.077e-04,4.705e-01,2.620e-01,4.044e-05,7.104e-12
23000,368.41,6.418e-01,6.417e-01,7.417e-05,4.508e-01,1.909e-01,4.362e-05,3.541e-12
23500,376.07,5.468e-01,5.467e-01,6.208e-05,4.218e-01,1.248e-01,5.135e-05,2.482e-12
24000,383.87,4.604e-01,4.586e-01,1.821e-03,3.848e-01,7.375e-02,5.448e-05,1.584e-12
24500,391.64,3.853e-01,3.852e-01,5.945e-05,3.458e-01,3.936e-02,5.201e-05,5.461e-13
25000,400.93,3.324e-01,3.290e-01,3.391e-03,3.093e-01,1.967e-02,5.236e-05,2.321e-13
25500,410.27,2.886e-01,2.886e-01,1.247e-05,2.799e-01,8.710e-03,4.874e-05,1.011e-13
26000,418.22,2.603e-01,2.603e-01,1.691e-05,2.567e-01,3.589e-03,5.813e-05,1.079e-13
26500,426.66,2.632e-01,2.623e-01,9.174e-04,2.591e-01,3.066e-03,1.185e-04,2.304e-14
27000,434.40,2.595e-01,2.592e-01,3.060e-04,2.566e-01,2.432e-03,1.101e-04,8.111e-15
27500,442.93,2.559e-01,2.557e-01,1.875e-04,2.537e-01,1.939e-03,1.116e-04,8.107e-15
28000,450.80,2.521e-01,2.520e-01,1.270e-04,2.504e-01,1.458e-03,1.151e-04,7.668e-15
28500,458.79,2.483e-01,2.482e-01,8.074e-05,2.470e-01,1.023e-03,1.136e-04,6.604e-15
29000,466.82,2.444e-01,2.444e-01,5.272e-05,2.436e-01,6.570e-04,1.135e-04,5.349e-15
29500,475.49,2.408e-01,2.407e-01,4.057e-05,2.403e-01,3.744e-04,1.080e-04,4.550e-15
30000,483.40,2.373e-01,2.373e-01,2.896e-05,2.370e-01,1.837e-04,1.041e-04,4.176e-15
30500,491.41,2.339e-01,2.339e-01,2.102e-05,2.337e-01,7.425e-05,1.009e-04,4.022e-15
31000,499.58,2.303e-01,2.303e-01,1.362e-05,2.302e-01,2.110e-05,1.148e-04,3.588e-15
31500,507.63,2.263e-01,2.263e-01,9.139e-05,2.261e-01,4.512e-06,9.792e-05,5.870e-16
32000,515.46,2.215e-01,2.214e-01,1.422e-04,2.212e-01,4.993e-06,1.485e-04,4.945e-15
32500,523.41,2.152e-01,2.150e-01,2.242e-04,2.148e-01,4.097e-07,1.702e-04,5.239e-15
33000,531.50,2.067e-01,2.066e-01,8.038e-06,2.065e-01,5.591e-06,1.737e-04,4.408e-15
33500,540.16,1.958e-01,1.958e-01,5.806e-06,1.953e-01,7.555e-06,4.130e-04,3.235e-15
34000,547.96,1.810e-01,1.809e-01,5.924e-06,1.804e-01,8.286e-06,5.532e-04,2.935e-15
34500,555.63,1.610e-01,1.610e-01,4.383e-06,1.600e-01,1.703e-05,9.863e-04,2.749e-15
35000,563.42,1.366e-01,1.364e-01,1.411e-04,1.335e-01,1.937e-06,2.924e-03,2.393e-15
35500,571.20,1.034e-01,1.031e-01,3.449e-04,1.006e-01,1.104e-05,2.498e-03,6.845e-16
36000,579.03,7.099e-02,7.098e-02,6.227e-06,6.457e-02,9.837e-06,6.403e-03,2.205e-16
36500,586.78,5.317e-02,5.311e-02,6.237e-05,4.118e-02,1.025e-06,1.192e-02,3.619e-19
37000,594.73,3.258e-02,3.257e-02,1.432e-05,2.313e-02,1.070e-06,9.435e-03,1.502e-19
37500,602.45,3.339e-02,3.339e-02,2.946e-06,1.168e-02,3.689e-07,2.171e-02,1.811e-19
38000,610.21,2.833e-02,2.833e-02,2.093e-06,5.835e-03,6.939e-08,2.249e-02,1.923e-19
38500,617.91,1.432e-02,1.432e-02,1.694e-06,3.445e-03,1.363e-08,1.087e-02,1.679e-19
39000,625.70,3.192e-02,3.192e-02,1.169e-06,2.694e-03,1.326e-09,2.923e-02,1.357e-19
39500,633.53,2.551e-02,2.551e-02,7.754e-07,2.396e-03,1.973e-09,2.311e-02,1.113e-19
40000,641.44,2.203e-02,2.203e-02,5.666e-07,2.414e-03,1.015e-09,1.961e-02,1.003e-19
40000,878.50,2.456e-02,2.456e-02,4.275e-08,2.413e-03,1.184e-16,2.215e-02,9.508e-20
