epoch,elapsed (s),Loss,IC,BC,F
0,0.22,1.279e+01,4.008e+00,7.606e+00,1.180e+00
1000,171.28,6.998e-02,5.465e-02,4.224e-03,1.111e-02
2000,340.00,4.249e-02,3.401e-02,4.508e-03,3.970e-03
3000,511.80,3.217e-02,2.389e-02,4.298e-03,3.986e-03
4000,685.91,2.249e-02,1.577e-02,2.699e-03,4.024e-03
5000,857.47,1.893e-02,1.074e-02,2.267e-03,5.926e-03
6000,1029.42,1.669e-02,9.097e-03,2.094e-03,5.496e-03
7000,1200.75,1.480e-02,7.892e-03,1.852e-03,5.056e-03
8000,4186.69,1.295e-02,6.656e-03,1.919e-03,4.373e-03
9000,19558.56,1.083e-02,5.741e-03,1.962e-03,3.125e-03
10000,30882.12,9.717e-03,5.197e-03,2.213e-03,2.306e-03
11000,46196.38,8.758e-03,4.865e-03,2.114e-03,1.779e-03
12000,52488.89,8.651e-03,4.812e-03,1.810e-03,2.028e-03
13000,52659.91,8.033e-03,4.828e-03,1.707e-03,1.499e-03
14000,53085.59,7.840e-03,4.735e-03,1.662e-03,1.444e-03
15000,53253.22,7.931e-03,4.718e-03,1.506e-03,1.708e-03
16000,53422.74,7.415e-03,4.704e-03,1.461e-03,1.250e-03
17000,53591.26,7.438e-03,4.696e-03,1.376e-03,1.367e-03
18000,53760.98,7.092e-03,4.736e-03,1.280e-03,1.076e-03
19000,53929.88,7.098e-03,4.726e-03,1.209e-03,1.163e-03
20000,54100.16,6.890e-03,4.775e-03,1.228e-03,8.864e-04
